index,user_id,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
Unnamed 17354,1354639,30.0,6.0,0.0,12.0,0.0,6.0,0.0,15.0,33.0,0.0,3.0,3.0,0.0,0.0
Unnamed 17355,1354651,9.0,6.0,0.0,0.0,0.0,3.0,0.0,12.0,9.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17356,1354761,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,3.0
Unnamed 17357,1354803,0.0,3.0,6.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17358,1354836,3.0,12.0,0.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17359,1354843,0.0,12.0,3.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,12.0
Unnamed 17360,1354986,0.0,3.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17361,1355009,3.0,12.0,0.0,6.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17362,1355060,3.0,12.0,0.0,9.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17363,1355065,3.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17364,1355099,0.0,9.0,3.0,3.0,0.0,15.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0
Unnamed 17365,1355132,15.0,6.0,12.0,9.0,9.0,24.0,0.0,12.0,12.0,3.0,0.0,21.0,0.0,9.0
Unnamed 17366,1355194,15.0,0.0,0.0,12.0,0.0,3.0,0.0,12.0,12.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17367,1355203,3.0,9.0,3.0,3.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17368,1355313,9.0,12.0,0.0,9.0,0.0,9.0,0.0,12.0,6.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17369,1355315,3.0,0.0,6.0,3.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17370,1355350,0.0,0.0,3.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17371,1355387,9.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17372,1355395,9.0,9.0,0.0,12.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17373,1355414,6.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17374,1355457,21.0,3.0,6.0,6.0,6.0,0.0,0.0,6.0,21.0,0.0,0.0,30.0,9.0,3.0
Unnamed 17375,1355657,0.0,12.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17376,1355697,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,3.0
Unnamed 17377,1355756,9.0,3.0,0.0,3.0,3.0,3.0,0.0,6.0,9.0,3.0,0.0,3.0,0.0,3.0
Unnamed 17378,1355762,3.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,3.0,3.0,3.0,0.0,0.0,0.0
Unnamed 17379,1355793,15.0,9.0,3.0,12.0,3.0,6.0,0.0,6.0,18.0,0.0,3.0,0.0,0.0,3.0
Unnamed 17380,1355815,0.0,9.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17381,1355843,0.0,12.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17382,1355902,0.0,9.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17383,1355903,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17384,1355934,0.0,6.0,15.0,3.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0
Unnamed 17385,1355988,0.0,3.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17386,1355990,9.0,9.0,0.0,6.0,0.0,3.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17387,1355994,3.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17388,1356003,0.0,12.0,0.0,9.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17389,1356035,15.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17390,1356064,3.0,6.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17391,1356069,0.0,6.0,0.0,3.0,0.0,6.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0
Unnamed 17392,1356131,6.0,6.0,3.0,3.0,3.0,6.0,0.0,12.0,6.0,3.0,3.0,3.0,0.0,3.0
Unnamed 17393,1356186,15.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17394,1356217,15.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17395,1356292,3.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0
Unnamed 17396,1356316,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0
Unnamed 17397,1356358,9.0,6.0,0.0,3.0,0.0,6.0,0.0,6.0,9.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17398,1356420,0.0,9.0,3.0,3.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17399,1356426,6.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,3.0,3.0
Unnamed 17400,1356467,3.0,12.0,0.0,9.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17401,1356473,3.0,6.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17402,1356524,3.0,12.0,6.0,12.0,9.0,27.0,0.0,18.0,0.0,3.0,0.0,9.0,3.0,0.0
Unnamed 17403,1356603,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0
Unnamed 17404,1356614,18.0,3.0,0.0,6.0,3.0,3.0,0.0,9.0,18.0,3.0,0.0,6.0,0.0,3.0
Unnamed 17405,1356683,18.0,6.0,3.0,6.0,3.0,9.0,0.0,6.0,18.0,3.0,0.0,9.0,0.0,3.0
Unnamed 17406,1356728,0.0,3.0,9.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,3.0,0.0
Unnamed 17407,1356746,6.0,6.0,0.0,6.0,0.0,9.0,0.0,3.0,6.0,0.0,0.0,3.0,3.0,0.0
Unnamed 17408,1356777,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,3.0
Unnamed 17409,1356874,12.0,3.0,0.0,0.0,0.0,3.0,0.0,15.0,9.0,3.0,6.0,3.0,0.0,3.0
Unnamed 17410,1356890,6.0,12.0,3.0,9.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17411,1357175,6.0,9.0,0.0,6.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17412,1357192,6.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,9.0,0.0,0.0,0.0
Unnamed 17413,1357201,0.0,0.0,9.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0
Unnamed 17414,1357226,0.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17415,1357272,0.0,9.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17416,1357277,3.0,6.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17417,1357285,0.0,12.0,0.0,6.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17418,1357318,21.0,6.0,6.0,6.0,3.0,18.0,0.0,9.0,21.0,3.0,3.0,18.0,6.0,3.0
Unnamed 17419,1357328,15.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,6.0
Unnamed 17420,1357352,9.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17421,1357387,0.0,9.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17422,1357396,3.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,3.0
Unnamed 17423,1357433,0.0,12.0,3.0,9.0,0.0,6.0,0.0,18.0,0.0,0.0,3.0,3.0,0.0,3.0
Unnamed 17424,1357504,0.0,12.0,0.0,9.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17425,1357561,6.0,6.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17426,1357575,0.0,6.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17427,1357626,3.0,0.0,6.0,0.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17428,1357636,18.0,3.0,15.0,3.0,9.0,3.0,0.0,6.0,18.0,3.0,0.0,9.0,3.0,0.0
Unnamed 17429,1357789,0.0,12.0,0.0,9.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17430,1357841,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0
Unnamed 17431,1357866,0.0,6.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17432,1357904,3.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0
5,1357935,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17433,1358032,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,12.0,6.0,3.0
Unnamed 17434,1358062,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17435,1358064,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17436,1358086,12.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17437,1358154,15.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17438,1358196,0.0,12.0,0.0,6.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17439,1358326,0.0,6.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,6.0,3.0,0.0,3.0
Unnamed 17440,1358435,3.0,0.0,9.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0
Unnamed 17441,1358492,3.0,0.0,18.0,0.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,3.0,0.0
Unnamed 17442,1358651,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,6.0,0.0,9.0
5,1358755,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17443,1358893,15.0,9.0,3.0,6.0,0.0,3.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0
5,1358946,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17444,1359015,9.0,12.0,3.0,9.0,0.0,6.0,0.0,21.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17445,1359037,6.0,9.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
Unnamed 17446,1359413,6.0,12.0,0.0,12.0,0.0,9.0,0.0,15.0,0.0,0.0,3.0,3.0,0.0,3.0
Unnamed 17447,1359426,0.0,12.0,0.0,9.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
Unnamed 17448,1359493,6.0,3.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0
Unnamed 17449,1359644,12.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,6.0,3.0,6.0,0.0,0.0,0.0
Unnamed 17450,1359890,9.0,3.0,9.0,12.0,0.0,24.0,0.0,18.0,6.0,0.0,9.0,21.0,12.0,3.0
Unnamed 17451,1359897,3.0,9.0,0.0,6.0,0.0,6.0,0.0,15.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17452,1360051,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0
Unnamed 17453,1360070,0.0,12.0,0.0,6.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17454,1360085,0.0,9.0,0.0,3.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17455,1360096,15.0,9.0,0.0,9.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17456,1360105,3.0,6.0,0.0,9.0,0.0,3.0,0.0,6.0,3.0,3.0,6.0,3.0,0.0,3.0
Unnamed 17457,1360121,12.0,12.0,6.0,9.0,0.0,21.0,0.0,12.0,12.0,3.0,0.0,9.0,3.0,6.0
Unnamed 17458,1360198,6.0,0.0,0.0,3.0,3.0,12.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17459,1360399,0.0,9.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0
Unnamed 17460,1360400,3.0,0.0,15.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,3.0
Unnamed 17461,1360424,0.0,12.0,0.0,6.0,0.0,9.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0
Unnamed 17462,1360554,0.0,3.0,18.0,6.0,9.0,18.0,0.0,9.0,0.0,0.0,3.0,9.0,3.0,3.0
Unnamed 17463,1360573,0.0,9.0,6.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17464,1360597,6.0,6.0,0.0,3.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
15,1360666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17465,1360773,6.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0
Unnamed 17466,1360925,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17467,1360932,9.0,12.0,0.0,9.0,0.0,12.0,0.0,9.0,6.0,3.0,0.0,3.0,0.0,0.0
Unnamed 17468,1360995,6.0,12.0,0.0,12.0,6.0,15.0,0.0,18.0,9.0,3.0,0.0,6.0,3.0,0.0
Unnamed 17469,1361088,9.0,12.0,0.0,6.0,0.0,6.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17470,1361196,0.0,12.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17471,1361312,3.0,12.0,6.0,6.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,9.0
Unnamed 17472,1361344,0.0,12.0,0.0,6.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17473,1361450,0.0,6.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17474,1361455,0.0,9.0,3.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17475,1361466,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,12.0
Unnamed 17476,1361653,0.0,12.0,3.0,6.0,0.0,6.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17477,1361664,3.0,0.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17478,1361813,15.0,6.0,18.0,6.0,6.0,21.0,0.0,12.0,15.0,3.0,6.0,15.0,3.0,6.0
Unnamed 17479,1361854,0.0,6.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17480,1361881,0.0,9.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17481,1361928,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17482,1361973,6.0,6.0,6.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,0.0,9.0,0.0,3.0
Unnamed 17483,1362018,6.0,3.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0
Unnamed 17484,1362086,0.0,9.0,3.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,9.0
Unnamed 17485,1362154,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
130,1362199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1362339,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17486,1362403,18.0,0.0,0.0,9.0,3.0,3.0,0.0,14.0,12.0,0.0,9.0,6.0,0.0,0.0
Unnamed 17487,1362407,0.0,3.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,6.0
Unnamed 17488,1362622,6.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17489,1362675,6.0,3.0,3.0,3.0,0.0,6.0,0.0,9.0,6.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17490,1362723,18.0,3.0,15.0,3.0,12.0,0.0,0.0,12.0,9.0,0.0,0.0,15.0,6.0,0.0
Unnamed 17491,1362779,3.0,3.0,0.0,0.0,0.0,3.0,0.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17492,1362800,6.0,3.0,3.0,3.0,3.0,0.0,0.0,9.0,6.0,0.0,0.0,6.0,0.0,3.0
Unnamed 17493,1362937,6.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17494,1362975,0.0,6.0,3.0,3.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0
Unnamed 17495,1363218,6.0,6.0,0.0,3.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17496,1363269,0.0,0.0,9.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17497,1363377,0.0,12.0,0.0,6.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17498,1363713,0.0,12.0,0.0,9.0,3.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17499,1363847,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
Unnamed 17500,1363856,12.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,9.0,0.0,0.0,6.0,0.0,0.0
Unnamed 17501,1363868,3.0,9.0,3.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17502,1363912,15.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,27.0,9.0,6.0
Unnamed 17503,1363922,6.0,9.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17504,1364084,0.0,12.0,0.0,6.0,0.0,18.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17505,1364226,9.0,3.0,12.0,3.0,9.0,3.0,0.0,9.0,6.0,0.0,0.0,21.0,6.0,3.0
Unnamed 17506,1364366,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17507,1364404,3.0,12.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17508,1364454,3.0,9.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17509,1364587,6.0,12.0,0.0,6.0,3.0,3.0,0.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0
Unnamed 17510,1364743,15.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0
Unnamed 17511,1364777,9.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0
Unnamed 17512,1364820,9.0,3.0,0.0,6.0,0.0,12.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17513,1364896,12.0,0.0,12.0,9.0,6.0,12.0,0.0,0.0,9.0,0.0,3.0,15.0,0.0,0.0
Unnamed 17514,1365432,0.0,9.0,3.0,3.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17515,1365560,0.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,3.0,0.0,6.0
Unnamed 17516,1365564,3.0,6.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1365576,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17517,1365652,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0
Unnamed 17518,1365655,3.0,6.0,3.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17519,1365678,6.0,3.0,3.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17520,1365784,0.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17521,1365908,9.0,6.0,0.0,3.0,3.0,3.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17522,1365909,0.0,12.0,0.0,9.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17523,1366001,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,9.0
5,1366038,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17524,1366088,3.0,12.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17525,1366095,0.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,6.0
Unnamed 17526,1366101,12.0,12.0,0.0,12.0,0.0,12.0,0.0,15.0,6.0,3.0,0.0,3.0,0.0,6.0
Unnamed 17527,1366111,18.0,9.0,3.0,15.0,0.0,0.0,0.0,9.0,12.0,0.0,9.0,6.0,0.0,0.0
Unnamed 17528,1366114,3.0,9.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0
Unnamed 17529,1366187,9.0,3.0,0.0,3.0,0.0,3.0,0.0,15.0,3.0,0.0,12.0,3.0,0.0,3.0
Unnamed 17530,1366240,0.0,12.0,0.0,9.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17531,1366285,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,9.0,0.0,3.0
Unnamed 17532,1366351,18.0,9.0,6.0,15.0,6.0,3.0,0.0,15.0,12.0,3.0,0.0,6.0,0.0,0.0
Unnamed 17533,1366384,12.0,0.0,0.0,6.0,0.0,9.0,0.0,6.0,15.0,3.0,0.0,3.0,3.0,0.0
Unnamed 17534,1366389,0.0,12.0,0.0,6.0,0.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17535,1366432,9.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17536,1366455,0.0,3.0,3.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,3.0,0.0,6.0
Unnamed 17537,1366565,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0
Unnamed 17538,1366665,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 17539,1366666,3.0,12.0,0.0,6.0,0.0,9.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 17540,1366881,0.0,12.0,0.0,6.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17541,1366929,0.0,12.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17542,1367411,3.0,9.0,9.0,12.0,3.0,3.0,0.0,12.0,0.0,3.0,0.0,12.0,0.0,3.0
Unnamed 17543,1367417,3.0,3.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17544,1367865,3.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
Unnamed 17545,1368057,6.0,9.0,0.0,6.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 17546,1368059,15.0,6.0,15.0,0.0,3.0,9.0,0.0,12.0,9.0,3.0,3.0,15.0,3.0,6.0
Unnamed 17547,1368065,9.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
